raw_idx,timestamp,log_key,content
68,2008-11-09 21:33:53,3,Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228
69,2008-11-09 21:34:36,10,Verification succeeded for blk_-2827716238972737794
70,2008-11-09 21:35:06,4,Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010
71,2008-11-09 21:35:10,2,PacketResponder 0 for block blk_9093049293972551787 terminating
72,2008-11-09 21:38:37,5,Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563
73,2008-11-09 21:38:47,8,10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80
74,2008-11-09 21:39:07,8,10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229
75,2008-11-09 21:39:08,8,10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192
76,2008-11-09 21:40:09,8,10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147
77,2008-11-09 21:40:43,9,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:
78,2008-11-09 21:44:02,9,10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:
79,2008-11-09 21:45:24,8,10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150
80,2008-11-09 21:45:29,9,10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:
81,2008-11-09 21:49:10,9,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:
82,2008-11-09 21:49:19,8,10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70
83,2008-11-09 21:51:36,9,10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:
84,2008-11-09 21:52:59,9,10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:
85,2008-11-09 21:57:02,9,10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:
86,2008-11-09 21:57:34,8,10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115
87,2008-11-09 22:00:32,9,10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:
88,2008-11-09 22:04:03,9,10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:
89,2008-11-09 22:05:28,8,10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98
90,2008-11-09 22:11:05,9,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:
91,2008-11-09 22:11:51,9,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:
92,2008-11-09 22:20:40,9,10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:
93,2008-11-09 22:20:41,9,10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:
94,2008-11-09 22:23:42,9,10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:
95,2008-11-09 22:26:50,9,10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:
96,2008-11-09 22:32:11,8,10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246
97,2008-11-09 22:39:10,9,10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:
98,2008-11-09 22:40:54,9,10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:
99,2008-11-09 22:42:34,9,10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:
100,2008-11-09 22:44:20,9,10.251.73.188:50010:Got exception while serving blk_7517964792804498202 to /10.250.6.191:
101,2008-11-09 22:47:41,9,10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:
102,2008-11-09 23:01:10,9,10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:
103,2008-11-09 23:22:00,3,Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64
104,2008-11-09 23:23:24,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864
105,2008-11-09 23:23:46,4,Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010
106,2008-11-09 23:26:39,2,PacketResponder 0 for block blk_-6837050820114491742 terminating
107,2008-11-09 23:28:28,3,Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6
108,2008-11-09 23:28:29,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864
109,2008-11-09 23:28:33,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_467589865104023338 size 67108864
110,2008-11-09 23:29:23,3,Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5
111,2008-11-09 23:29:26,4,Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010
112,2008-11-09 23:31:08,2,PacketResponder 0 for block blk_-54240672253074715 terminating
113,2008-11-09 23:33:56,4,Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010
114,2008-11-09 23:37:53,4,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010
115,2008-11-09 23:38:35,4,Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010
116,2008-11-09 23:38:36,4,Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010
117,2008-11-09 23:38:49,3,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37
118,2008-11-09 23:40:27,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864
119,2008-11-09 23:41:07,4,Receiving block blk_-1259190292740306590 src: /10.251.65.203:36289 dest: /10.251.65.203:50010
120,2008-11-09 23:41:10,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708
121,2008-11-09 23:41:11,2,PacketResponder 1 for block blk_2028803850179311599 terminating
122,2008-11-09 23:41:12,4,Receiving block blk_-8562334328670278932 src: /10.251.194.147:46714 dest: /10.251.194.147:50010
123,2008-11-09 23:43:25,2,PacketResponder 1 for block blk_-8108913101671416218 terminating
124,2008-11-09 23:45:12,2,PacketResponder 0 for block blk_-7640601843607665080 terminating
125,2008-11-09 23:45:16,4,Receiving block blk_7654726977769174867 src: /10.251.110.160:49990 dest: /10.251.110.160:50010
126,2008-11-09 23:45:55,2,PacketResponder 1 for block blk_8320088109701056055 terminating
127,2008-11-09 23:46:05,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4585055992495043771 size 67108864
128,2008-11-09 23:46:44,3,Received block blk_-4330512786228504138 of size 67108864 from /10.251.67.225
129,2008-11-09 23:47:06,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_4628142183191390143 size 67108864
130,2008-11-09 23:47:19,2,PacketResponder 2 for block blk_-6766351519628312408 terminating
131,2008-11-09 23:47:28,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-476906696485288376 size 67108864
132,2008-11-09 23:48:35,2,PacketResponder 0 for block blk_-7436749154361133879 terminating
133,2008-11-09 23:48:35,4,Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010
134,2008-11-09 23:49:24,3,Received block blk_-684595390732854503 of size 67108864 from /10.250.6.191
135,2008-11-09 23:50:30,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6956067134432991406 size 67108864
136,2008-11-09 23:51:38,2,PacketResponder 0 for block blk_549647953114643908 terminating
137,2008-11-09 23:51:40,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0/part-00230. blk_559204981722276126
138,2008-11-09 23:53:05,2,PacketResponder 1 for block blk_-165500353496111884 terminating
139,2008-11-09 23:53:11,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477
140,2008-11-09 23:53:22,4,Receiving block blk_-9103764593642564543 src: /10.251.43.115:46385 dest: /10.251.43.115:50010
141,2008-11-09 23:53:37,2,PacketResponder 0 for block blk_3160319368100972992 terminating
142,2008-11-09 23:54:26,3,Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84
143,2008-11-09 23:56:09,2,PacketResponder 1 for block blk_4568377692254637284 terminating
144,2008-11-09 23:57:27,4,Receiving block blk_-5217146995455608468 src: /10.251.214.67:38871 dest: /10.251.214.67:50010
145,2008-11-09 23:58:13,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_7481361125021302112 size 67108864
146,2008-11-09 23:59:03,3,Received block blk_-71429470616906355 of size 67108864 from /10.250.19.16
147,2008-11-09 23:59:04,4,Receiving block blk_-522892190802801712 src: /10.251.74.134:39584 dest: /10.251.74.134:50010
148,2008-11-09 23:59:19,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-3249711809227781266 size 67108864
149,2008-11-09 23:59:51,4,Receiving block blk_-6329494504520216748 src: /10.251.25.237:39332 dest: /10.251.25.237:50010
150,2008-11-10 00:01:17,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_-207775976836691685
151,2008-11-10 00:01:36,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_5114010683183383297 size 67108864
152,2008-11-10 00:01:36,2,PacketResponder 1 for block blk_-7656610147924319419 terminating
153,2008-11-10 00:02:32,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_2096692261399680562
154,2008-11-10 00:02:38,2,PacketResponder 0 for block blk_-6500549130351529113 terminating
155,2008-11-10 00:03:19,4,Receiving block blk_-8255732027871411321 src: /10.251.39.179:33950 dest: /10.251.39.179:50010
156,2008-11-10 00:05:07,2,PacketResponder 2 for block blk_-2896670847306153652 terminating
157,2008-11-10 00:05:46,4,Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010
158,2008-11-10 00:06:16,3,Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134
159,2008-11-10 00:06:57,3,Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181
160,2008-11-10 00:07:27,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-1055254430948037872 size 67108864
161,2008-11-10 00:07:55,4,Receiving block blk_3962600675982666210 src: /10.251.123.195:37374 dest: /10.251.123.195:50010
162,2008-11-10 00:08:20,2,PacketResponder 0 for block blk_-730776401372551814 terminating
163,2008-11-10 00:08:41,2,PacketResponder 2 for block blk_-7553009628768897700 terminating
164,2008-11-10 00:12:50,3,Received block blk_3068335169639013019 of size 67108864 from /10.251.71.68
165,2008-11-10 00:13:07,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864
166,2008-11-10 00:13:37,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864
167,2008-11-10 00:13:50,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_278357163850888 size 67108864
168,2008-11-10 00:17:45,4,Receiving block blk_-5135777574223073423 src: /10.251.65.237:48648 dest: /10.251.65.237:50010
169,2008-11-10 00:18:18,2,PacketResponder 2 for block blk_-1148756466197125339 terminating
170,2008-11-10 00:20:41,2,PacketResponder 1 for block blk_9074030793567748915 terminating
171,2008-11-10 00:21:03,3,Received block blk_-4067446915270471579 of size 25933924 from /10.251.110.8
172,2008-11-10 00:22:21,2,PacketResponder 0 for block blk_3259872359515191972 terminating
173,2008-11-10 00:22:23,2,PacketResponder 1 for block blk_5963816136267066159 terminating
174,2008-11-10 00:22:53,7,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000138_0/part-00138. blk_-210021574616486609
175,2008-11-10 00:23:37,10,Verification succeeded for blk_-1547954353065580372
176,2008-11-10 00:29:14,4,Receiving block blk_-8524274644018377752 src: /10.251.42.16:33011 dest: /10.251.42.16:50010
177,2008-11-10 00:34:41,4,Receiving block blk_-2015110815660478655 src: /10.251.35.1:53344 dest: /10.251.35.1:50010
178,2008-11-10 00:35:02,3,Received block blk_7484759945731484842 of size 67108864 from /10.251.203.149
179,2008-11-10 00:42:47,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.242:50010 is added to blk_-4110733372292809607 size 67108864
180,2008-11-10 01:03:54,3,Received block blk_-7152190882826520998 of size 67108864 from /10.250.14.143
181,2008-11-10 01:04:38,4,Receiving block blk_-6543889749770222531 src: /10.251.107.98:56224 dest: /10.251.107.98:50010
182,2008-11-10 01:05:06,3,Received block blk_8772892713521115147 of size 67108864 from /10.251.194.245
183,2008-11-10 01:05:25,3,Received block blk_-6979800421545566530 of size 67108864 from /10.250.10.176
184,2008-11-10 01:05:43,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000382_0/part-00382. blk_8935202950442998446
185,2008-11-10 01:06:29,2,PacketResponder 1 for block blk_-4799092443170733505 terminating
186,2008-11-10 01:07:59,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0/part-00392. blk_-3010126661650043258
187,2008-11-10 01:08:01,2,PacketResponder 2 for block blk_-5215520749152394224 terminating
188,2008-11-10 01:08:15,2,PacketResponder 0 for block blk_397848436489409658 terminating
189,2008-11-10 01:08:51,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_-9181958042427679309 size 67108864
190,2008-11-10 01:09:17,3,Received block blk_-5124326558394984439 of size 67108864 from /10.251.122.79
191,2008-11-10 01:09:18,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_-4741127506068309449 size 67108864
192,2008-11-10 01:09:32,2,PacketResponder 1 for block blk_-4937215748597091532 terminating
193,2008-11-10 01:10:01,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864
194,2008-11-10 01:11:00,3,Received block blk_-7514806214244798312 of size 67108864 from /10.250.15.101
195,2008-11-10 01:11:33,3,Received block blk_-7007208336332784130 of size 67108864 from /10.251.27.63
196,2008-11-10 01:12:37,10,Verification succeeded for blk_6996194389878584395
197,2008-11-10 01:13:35,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-6836642008179678048 size 67108864
198,2008-11-10 01:13:52,2,PacketResponder 1 for block blk_8060713381303305129 terminating
199,2008-11-10 01:14:06,4,Receiving block blk_5760391051658436046 src: /10.251.42.84:59752 dest: /10.251.42.84:50010
200,2008-11-10 01:14:31,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0/part-00675. blk_-7866582011201618766
201,2008-11-10 01:14:48,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-7555801584297376435 size 67108864
202,2008-11-10 01:15:05,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-5949883083428548093 size 67108864
203,2008-11-10 01:15:21,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000705_0/part-00705. blk_-9162090767925303921
204,2008-11-10 01:15:38,2,PacketResponder 1 for block blk_-4196449318426994195 terminating
205,2008-11-10 01:17:13,4,Receiving block blk_4238127626194855481 src: /10.250.11.100:59324 dest: /10.250.11.100:50010
206,2008-11-10 01:17:31,3,Received block blk_-3805070405372551730 of size 67108864 from /10.251.109.236
207,2008-11-10 01:18:46,3,Received block blk_-2013946318750925538 of size 67108864 from /10.251.126.22
208,2008-11-10 01:19:25,2,PacketResponder 1 for block blk_3278280638950561822 terminating
209,2008-11-10 01:20:05,2,PacketResponder 1 for block blk_-26568864070436835 terminating
210,2008-11-10 01:22:45,2,PacketResponder 0 for block blk_-9161369067334198861 terminating
211,2008-11-10 01:23:51,3,Received block blk_-1094025072435547068 of size 67108864 from /10.251.66.3
212,2008-11-10 01:23:57,3,Received block blk_6534693994677948144 of size 67108864 from /10.251.201.204
213,2008-11-10 01:24:26,4,Receiving block blk_7672124247291403094 src: /10.251.66.3:55531 dest: /10.251.66.3:50010
214,2008-11-10 01:25:22,2,PacketResponder 1 for block blk_-5569558931000121451 terminating
215,2008-11-10 01:27:53,2,PacketResponder 2 for block blk_-4566099704755845087 terminating
216,2008-11-10 01:28:35,2,PacketResponder 0 for block blk_-8093500164295459838 terminating
217,2008-11-10 01:28:55,3,Received block blk_-3787594914477940893 of size 67108864 from /10.251.71.16
218,2008-11-10 01:28:57,3,Received block blk_426381928692704514 of size 67108864 from /10.251.122.38
219,2008-11-10 01:31:25,7,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001095_0/part-01095. blk_-7413910507260978729
220,2008-11-10 01:32:20,2,PacketResponder 1 for block blk_4774656339381154282 terminating
221,2008-11-10 01:32:31,4,Receiving block blk_-8227485321105019293 src: /10.251.195.33:56999 dest: /10.251.195.33:50010
222,2008-11-10 01:33:06,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_5210211633167259832 size 67108864
223,2008-11-10 01:34:06,2,PacketResponder 2 for block blk_2917692073041583988 terminating
224,2008-11-10 01:34:12,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-8558845834445970595 size 67108864
225,2008-11-10 01:35:02,3,Received block blk_3852281952649038166 of size 67108864 from /10.251.122.65
226,2008-11-10 01:35:06,2,PacketResponder 2 for block blk_-5442040196315589272 terminating
227,2008-11-10 01:35:37,4,Receiving block blk_-6486714614940767660 src: /10.250.11.53:48454 dest: /10.250.11.53:50010
228,2008-11-10 01:35:42,2,PacketResponder 0 for block blk_755689327380778318 terminating
229,2008-11-10 01:35:45,3,Received block blk_-8847552694913526632 of size 67108864 from /10.251.201.204
230,2008-11-10 01:35:59,3,Received block blk_7736147489540456118 of size 67108864 from /10.251.74.227
231,2008-11-10 01:37:15,3,Received block blk_-3677956642639780952 of size 67108864 from /10.251.123.20
232,2008-11-10 01:37:21,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3073404534069578592 size 67108864
233,2008-11-10 01:38:55,3,Received block blk_1498192967843651378 of size 67108864 from /10.251.42.84
234,2008-11-10 01:39:38,4,Receiving block blk_148513789886825227 src: /10.251.123.33:54308 dest: /10.251.123.33:50010
235,2008-11-10 01:40:02,4,Receiving block blk_7229716389774599497 src: /10.251.201.204:38310 dest: /10.251.201.204:50010
236,2008-11-10 01:40:23,2,PacketResponder 0 for block blk_4741107979793372752 terminating
237,2008-11-10 01:40:33,4,Receiving block blk_691517018986659607 src: /10.251.195.70:59379 dest: /10.251.195.70:50010
238,2008-11-10 01:40:43,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to blk_6002109944224710483 size 67108864
239,2008-11-10 01:40:50,1,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_5095897972833086609 size 67108864
